Customer Name,Customer Mail ID,,Date and Time,Server Name,Server EMPID,Customer Age,Dining Preference,Room Preference,Sports Activity,Wellness,Pricing Pattern
Hunter Santana,woodsstacy@hotmail.com,,17-03-2024 06:33,Kimberly,EMP3688,42,No,Suite,Yes,Pool,Low
Ms. Denise Molina,meganrowland@gmail.com,,05-08-2024 02:05,Joshua,EMP4536,35,No,Deluxe,Yes,Gym,Low
Michael Mills,mpierce@hotmail.com,,12-09-2024 11:47,Timothy,EMP4655,53,No,Deluxe,Yes,Spa,Low
Brenda Miller,dylan26@mccarthy-baker.com,,19-09-2024 17:36,Jessica,EMP7224,70,Yes,Suite,Yes,Spa,Medium
Stephen Green,lisasnyder@hotmail.com,,20-09-2024 03:40,William,EMP5508,59,No,Suite,No,Pool,High
Bridget Thornton,robertsonkelly@gmail.com,,06-09-2024 17:48,Samantha,EMP6669,77,No,Suite,No,Spa,Medium
Roger Miller,kmelendez@walker-russell.com,,29-12-2023 20:34,Angela,EMP6194,72,No,Suite,No,Spa,High
Latoya Lambert,stevensonjulie@hotmail.com,,31-08-2024 07:08,Roberta,EMP3862,60,Yes,Suite,No,Gym,Medium
Amber Berger,paul14@thompson.com,,23-05-2024 23:12,Glenda,EMP8564,37,Yes,Suite,Yes,Gym,Medium
Susan Reed,johndavis@gonzales-johnson.com,,03-02-2024 11:15,Austin,EMP7879,34,No,Deluxe,Yes,Pool,Low
Madeline Perez,markpittman@glass.com,,09-05-2024 14:42,Sean,EMP6368,59,No,Deluxe,Yes,Gym,High
Katherine Rodriguez,patrick15@yahoo.com,,19-01-2024 15:20,Alejandra,EMP4232,49,Yes,Deluxe,No,Gym,Medium
Mrs. Dawn Robinson,carlsondaniel@hotmail.com,,07-11-2024 20:30,Renee,EMP2249,33,No,Deluxe,Yes,Spa,Medium
Michelle Lam,weaverkimberly@gmail.com,,04-11-2024 19:29,Russell,EMP2872,57,No,Standard,Yes,Gym,Low
Cynthia Brooks,samantha21@cole.net,,07-10-2024 01:23,Joseph,EMP1409,68,Yes,Suite,Yes,Spa,Medium
Pamela Johnson,masontammy@carter-ward.com,,21-02-2024 20:43,Clayton,EMP5141,67,Yes,Deluxe,No,Spa,Medium
Natalie Clark,laurenestrada@yahoo.com,,19-12-2023 12:13,Jodi,EMP7783,78,No,Standard,No,Spa,Low
Holly Malone,dawn96@griffin-bowman.com,,11-07-2024 08:08,Monica,EMP6798,43,Yes,Standard,No,Gym,Low
Pamela Chase,johnsonkenneth@hotmail.com,,25-05-2024 05:54,Steven,EMP3057,34,No,Deluxe,Yes,Pool,Low
Christopher Gardner,wescobar@yoder-ryan.info,,04-02-2024 04:35,Amber,EMP9299,70,No,Standard,Yes,Spa,Medium
Michelle Martin,martinezjoel@thomas.com,,17-07-2024 07:57,Lisa,EMP6953,35,Yes,Standard,No,Spa,Medium
Stacey Ford,dillonvilla@gmail.com,,28-03-2024 23:20,Jason,EMP1629,31,No,Standard,Yes,Spa,High
Michael Bryan,delacruzandrew@yahoo.com,,30-12-2023 03:22,Sean,EMP2653,35,Yes,Suite,Yes,Pool,High
Joy Wilson,jimenezjoseph@hotmail.com,,31-05-2024 16:29,Zachary,EMP9300,58,No,Suite,Yes,Gym,Medium
Derrick Smith,kimberlyhull@hotmail.com,,07-03-2024 03:01,Larry,EMP7845,19,No,Standard,No,Spa,Medium
David Hayes,lewisanthony@bell-white.com,,16-02-2024 06:10,Tyler,EMP3907,77,Yes,Deluxe,Yes,Pool,High
Kevin Miller,brittneycurtis@yahoo.com,,03-04-2024 17:47,Monica,EMP6201,52,No,Suite,No,Spa,Low
Pamela Ramirez,emilyhamilton@oneill.net,,27-12-2023 15:38,Todd,EMP5795,50,No,Suite,No,Gym,Low
Pamela Smith,kristabecker@clark-clarke.info,,15-09-2024 17:33,Willie,EMP9932,77,Yes,Deluxe,Yes,Pool,High
Matthew Moore,donaldsonanthony@gmail.com,,23-02-2024 08:56,Cathy,EMP2827,75,Yes,Deluxe,Yes,Spa,High
Alejandro Jennings,norrisrichard@cole.net,,02-12-2024 16:54,Sandra,EMP8355,49,No,Standard,Yes,Pool,Medium
Edward Chambers,bryan79@mcdonald-ramos.com,,15-02-2024 06:55,Lonnie,EMP4104,38,No,Deluxe,No,Spa,Low
Mallory Pearson,hjones@rice.biz,,07-09-2024 17:59,Jason,EMP4270,46,Yes,Deluxe,No,Pool,Medium
Jamie Leach,mikebaker@gmail.com,,02-08-2024 10:00,Albert,EMP7285,39,No,Deluxe,No,Gym,High
Christopher White,petersenricardo@evans.biz,,13-08-2024 01:32,Melissa,EMP4270,46,Yes,Suite,Yes,Gym,Medium
Eric Young,qharrison@hotmail.com,,13-04-2024 00:28,John,EMP8389,20,No,Deluxe,Yes,Pool,Medium
Stephanie Jones,martin35@henry.com,,08-11-2024 06:47,Amy,EMP4274,33,Yes,Standard,Yes,Gym,High
Matthew Miller,jenniferwheeler@gmail.com,,05-06-2024 08:44,Robert,EMP3381,52,Yes,Suite,Yes,Pool,High
Christine Davenport,lesliegarrison@stewart.com,,13-04-2024 23:23,Kathryn,EMP8658,45,Yes,Standard,Yes,Gym,Medium
Michael Solis,hlewis@gmail.com,,01-05-2024 13:48,Debra,EMP5377,41,Yes,Standard,Yes,Gym,Medium
Leslie Harper,eanderson@hotmail.com,,12-05-2024 20:01,Jorge,EMP1646,43,No,Deluxe,Yes,Gym,High
Chad Black,peterwilcox@gmail.com,,04-08-2024 04:59,Charles,EMP8284,33,No,Standard,Yes,Pool,Medium
Louis Washington,santosrhonda@hotmail.com,,22-09-2024 01:10,Scott,EMP6636,28,No,Standard,No,Pool,Medium
Matthew Thomas,ywatts@yahoo.com,,19-03-2024 00:10,Laura,EMP9703,24,Yes,Suite,Yes,Gym,High
Nicole Schmidt,christopher04@hotmail.com,,10-08-2024 07:05,Christine,EMP5909,35,No,Deluxe,Yes,Pool,Medium
Laura Powell,zacharyjohnson@gmail.com,,04-08-2024 04:13,Michele,EMP2455,50,Yes,Standard,No,Pool,High
Jeffrey Lewis DDS,colin45@hotmail.com,,05-11-2024 12:12,Kevin,EMP6436,43,Yes,Deluxe,No,Gym,High
Kevin Turner,operez@gmail.com,,12-12-2024 19:00,Amber,EMP7354,75,Yes,Standard,No,Gym,Low
Robert Reynolds,christopher98@rivera.com,,24-11-2024 23:19,Crystal,EMP5238,19,No,Suite,Yes,Pool,Medium
Gregory Hodges,johnhenry@gmail.com,,09-12-2024 08:38,Cheryl,EMP2630,42,Yes,Deluxe,No,Pool,High
Edwin Garrison,qsnow@gmail.com,,23-01-2024 10:05,Jennifer,EMP7537,42,No,Suite,Yes,Pool,Low
Johnny Lambert,levykaren@flores.com,,12-03-2024 17:54,Jonathan,EMP1104,77,Yes,Suite,Yes,Pool,High
Samuel Barrera,geoffrey37@gmail.com,,28-12-2023 19:18,Chelsea,EMP9227,18,No,Suite,Yes,Gym,Medium
Anthony Martin,imoody@miller-durham.com,,08-05-2024 19:11,Juan,EMP8223,29,No,Suite,Yes,Gym,Medium
Elizabeth Carr,austinknight@hotmail.com,,27-01-2024 01:31,Richard,EMP7919,61,No,Suite,No,Spa,High
Matthew Herrera,analowe@hotmail.com,,15-09-2024 19:38,Tiffany,EMP4910,71,Yes,Deluxe,Yes,Gym,Low
Andrew Carlson,eduardomorris@petty-jones.com,,15-06-2024 20:01,Stephanie,EMP7416,46,Yes,Standard,No,Pool,High
Danielle Lewis,farmerandrew@yahoo.com,,19-03-2024 03:59,Austin,EMP7655,52,No,Standard,No,Spa,Medium
Ashley Lucas,butlerhenry@yahoo.com,,27-07-2024 08:07,Nathan,EMP7322,41,No,Deluxe,No,Spa,Medium
Wendy Romero,garzakayla@stevenson.org,,18-07-2024 16:29,Morgan,EMP5851,18,Yes,Suite,Yes,Pool,High
Melissa West,ferrellnicholas@kim-brooks.com,,10-11-2024 21:37,Erica,EMP8764,76,No,Suite,Yes,Spa,High
Elijah Jones,joshualevine@bridges.com,,23-12-2023 15:18,Kelli,EMP6059,19,No,Standard,Yes,Spa,High
Mark Freeman,jpage@hotmail.com,,18-07-2024 03:14,Nicholas,EMP5140,24,Yes,Deluxe,No,Spa,Medium
Michael Garcia,robinsonemily@osborne.biz,,11-06-2024 08:15,Michael,EMP8304,57,Yes,Standard,Yes,Spa,Medium
Michael Arroyo,randycastro@hotmail.com,,03-03-2024 19:59,Kimberly,EMP7470,29,No,Standard,Yes,Pool,Low
Gabrielle Wallace,zimmermanjustin@brown.net,,14-11-2024 06:23,Matthew,EMP9704,57,Yes,Deluxe,No,Spa,Medium
Miranda Anderson MD,watersbrian@gmail.com,,24-03-2024 23:24,Katie,EMP3784,47,No,Deluxe,No,Pool,Low
Michael Rangel,vmoreno@collins-leon.com,,08-07-2024 10:07,Luis,EMP3657,36,Yes,Deluxe,Yes,Pool,Low
Michelle Hernandez,hintonashley@yahoo.com,,23-08-2024 02:07,David,EMP6441,78,No,Standard,No,Gym,Medium
Mary Kemp,triley@pittman.com,,13-09-2024 10:51,Christina,EMP1874,27,No,Standard,No,Spa,Medium
Jeremy Gonzales,cmorales@hotmail.com,,28-12-2023 02:15,Rachel,EMP5186,52,Yes,Standard,No,Pool,High
Nathaniel Mcdowell,klinemelissa@gilbert.com,,29-08-2024 08:31,Michelle,EMP7048,63,Yes,Standard,No,Spa,Low
Stephanie Jones,penningtonbrandi@roberts-may.net,,05-03-2024 14:11,Becky,EMP2852,24,Yes,Suite,No,Pool,Medium
Heather Nguyen,nataliecunningham@gmail.com,,07-09-2024 09:31,Randy,EMP2975,32,Yes,Suite,Yes,Pool,High
Tammy Russell,kaitlyn03@lopez-evans.biz,,08-07-2024 03:41,Curtis,EMP6923,52,Yes,Deluxe,Yes,Pool,High
John Hayes,jamie69@hotmail.com,,26-07-2024 22:54,Matthew,EMP6515,23,No,Standard,No,Spa,Low
Tina Williams,rebecca87@norton.com,,21-09-2024 12:57,Tami,EMP3753,24,No,Suite,Yes,Pool,High
Michelle Shepard,jose06@yahoo.com,,23-02-2024 23:17,Allison,EMP5880,68,Yes,Suite,No,Spa,Medium
Nicholas Hughes,susan97@johnson.com,,09-03-2024 06:00,Kristy,EMP2811,29,No,Standard,Yes,Gym,Medium
Jeffrey Sexton,waltersjose@gmail.com,,20-06-2024 10:33,Teresa,EMP2844,18,No,Deluxe,No,Spa,Medium
Lauren Velez,flynnaaron@barnes.org,,14-11-2024 18:58,Mark,EMP7285,57,No,Deluxe,No,Pool,High
Pedro Frank,obarnes@hotmail.com,,20-10-2024 00:03,Jonathan,EMP4711,73,Yes,Suite,No,Pool,Low
Patrick Rose,jknight@gmail.com,,25-01-2024 14:07,Russell,EMP6407,57,Yes,Deluxe,No,Spa,Low
Steven Levy,bryan18@mitchell.org,,04-02-2024 03:12,Guy,EMP2224,49,No,Standard,Yes,Gym,Medium
Jamie Richardson,potterangela@hotmail.com,,08-09-2024 05:41,Courtney,EMP5307,55,Yes,Deluxe,Yes,Pool,Low
Sharon Johnson,lawrencepowers@herrera-garcia.com,,12-03-2024 00:59,Samantha,EMP8781,40,No,Suite,Yes,Spa,Low
Eugene Smith,jamiesmith@gonzalez.com,,29-06-2024 16:17,Jeanne,EMP5559,42,No,Deluxe,No,Gym,Low
Benjamin Hernandez,sarahdaniels@gmail.com,,26-10-2024 13:56,Thomas,EMP4616,45,Yes,Deluxe,No,Spa,Medium
Thomas Miller,emilyfoley@hotmail.com,,30-01-2024 20:48,James,EMP3465,22,Yes,Suite,Yes,Spa,Low
Gregory Peters,osullivan@foster.com,,05-08-2024 21:31,Raymond,EMP8795,69,No,Deluxe,Yes,Spa,Medium
Jane Arnold,christopher69@hotmail.com,,22-11-2024 10:53,Shannon,EMP2906,69,No,Suite,No,Spa,Medium
Melissa Mendez,kristine01@snyder.com,,03-06-2024 01:12,Mathew,EMP6483,52,Yes,Standard,No,Pool,Low
Alan Gordon,jenningsjeff@jones.com,,24-09-2024 04:50,Allison,EMP3436,46,Yes,Standard,No,Pool,Medium
Megan Bailey,creynolds@anderson.com,,08-06-2024 15:14,Joshua,EMP3252,21,Yes,Standard,Yes,Pool,Medium
Stephanie Love,garnerkyle@lee.biz,,25-04-2024 11:54,Jonathan,EMP6492,48,Yes,Suite,Yes,Gym,Medium
Robert Good,rodneyjones@gmail.com,,23-06-2024 00:00,Anna,EMP4044,68,No,Standard,Yes,Pool,High
Heather Mcgrath,josephpoole@yahoo.com,,02-05-2024 15:40,Mark,EMP8578,21,No,Standard,Yes,Spa,Low
Angel Lynch,frank56@hotmail.com,,16-08-2024 02:10,Scott,EMP9572,55,Yes,Standard,No,Spa,Low
Stacey Jones,ryanthompson@yahoo.com,,01-10-2024 21:10,Jane,EMP7347,69,Yes,Standard,No,Spa,High
Stanley Smith,jeremylarsen@watts.com,,17-04-2024 01:22,Mary,EMP9757,79,Yes,Suite,Yes,Gym,Low
Sandra Jenkins,kerrymontgomery@gmail.com,,06-03-2024 22:16,Desiree,EMP4366,38,Yes,Suite,Yes,Pool,Medium
Calvin Williams,agray@gmail.com,,31-03-2024 01:40,Andrea,EMP9178,48,Yes,Suite,Yes,Pool,Low
Tyler Hudson,nunezjenny@logan-brady.com,,17-07-2024 01:50,Mark,EMP7761,44,Yes,Suite,No,Gym,High
Gabriela Reid,meghan82@yahoo.com,,16-03-2024 20:50,Christina,EMP3773,69,No,Standard,Yes,Pool,Medium
Eddie Mccann,morenodeborah@hotmail.com,,03-05-2024 16:28,Paul,EMP4463,44,Yes,Suite,No,Gym,Medium
Stephanie Salazar,courtney53@lewis.info,,02-06-2024 18:09,Cassidy,EMP3290,38,No,Standard,Yes,Spa,High
Donald Vega,sarah91@mcpherson.com,,11-11-2024 15:53,Paul,EMP2863,48,No,Standard,No,Gym,Medium
Kimberly Baker,robin01@gmail.com,,08-12-2024 20:01,Lauren,EMP3210,36,Yes,Suite,No,Gym,Medium
Howard Anthony,mmyers@gmail.com,,12-07-2024 10:02,Joseph,EMP3404,73,No,Suite,No,Spa,Low
Russell Smith,hannahgallagher@carlson.net,,16-03-2024 22:51,Mary,EMP8703,67,No,Deluxe,No,Spa,Medium
Rick Duncan,kimleon@yahoo.com,,06-07-2024 06:09,Christian,EMP2130,47,No,Deluxe,No,Spa,High
Ryan Butler,parker27@boyd.org,,03-04-2024 00:35,Rhonda,EMP1007,43,No,Standard,Yes,Spa,Low
Melissa Ramsey,christopherchambers@yahoo.com,,19-10-2024 08:58,Debra,EMP4163,31,No,Deluxe,No,Spa,High
Bradley Hernandez,hdowns@yahoo.com,,20-06-2024 04:05,Anthony,EMP7110,47,No,Standard,No,Gym,Low
Maria Jackson,william88@gmail.com,,10-04-2024 20:09,Jennifer,EMP5635,45,Yes,Standard,Yes,Gym,Medium
Robert Cruz,pbennett@wilson.org,,01-06-2024 14:42,Corey,EMP2289,75,Yes,Deluxe,No,Pool,Medium
Sierra Frank,uhancock@gmail.com,,28-10-2024 11:27,Barbara,EMP8632,71,Yes,Standard,No,Spa,High
Melissa Ho,joseph37@moreno.biz,,31-12-2023 04:55,Michael,EMP4431,58,No,Deluxe,Yes,Spa,Medium
Kyle Valenzuela,victoria17@gmail.com,,26-09-2024 03:47,Christopher,EMP6361,42,No,Suite,Yes,Gym,Medium
Brittany Acosta,richardclark@watson.biz,,15-05-2024 11:00,Nicholas,EMP5925,47,Yes,Deluxe,No,Spa,High
Kiara Grant,michaeljimenez@hotmail.com,,22-03-2024 23:53,Matthew,EMP2982,33,No,Standard,No,Pool,Medium
Derek Jackson,rmyers@hotmail.com,,26-03-2024 20:50,Jerry,EMP4078,40,No,Deluxe,Yes,Gym,Medium
Stephanie Maxwell,ramirezjacob@vaughn-goodwin.com,,09-10-2024 04:55,Edwin,EMP9477,77,No,Suite,No,Pool,Medium
Lisa Mitchell,sean13@morris.biz,,05-06-2024 11:22,Peggy,EMP2964,72,Yes,Deluxe,Yes,Gym,Medium
Mary Harris,beckerjames@huff-smith.com,,13-08-2024 20:43,Angela,EMP9095,18,Yes,Deluxe,No,Pool,Low
James Fisher,browndanielle@gmail.com,,17-05-2024 06:44,Dennis,EMP1274,36,No,Standard,No,Spa,High
Heidi Taylor,gabriel61@lucas-bell.com,,14-10-2024 02:40,Kathryn,EMP4154,75,Yes,Suite,No,Pool,Medium
Joshua Rangel,jeffrey87@hotmail.com,,08-01-2024 16:41,Barbara,EMP8453,62,Yes,Deluxe,Yes,Pool,Medium
Brooke Williams,mgeorge@hotmail.com,,13-05-2024 10:54,Michael,EMP4170,25,Yes,Suite,Yes,Gym,High
Michael Hoffman,sarah47@hotmail.com,,04-02-2024 20:49,Tony,EMP2971,56,Yes,Deluxe,No,Pool,High
Kristine Pittman,xwhite@moyer-pacheco.info,,27-02-2024 18:41,Carolyn,EMP6182,59,Yes,Standard,Yes,Gym,Low
Dr. Shaun Rodriguez,samuel55@howell.com,,02-01-2024 12:37,Andrew,EMP5926,70,Yes,Deluxe,Yes,Pool,High
Alex Hunt,melanie32@spencer.com,,10-12-2024 16:01,Sierra,EMP7427,48,No,Deluxe,Yes,Pool,Low
Megan Willis,aliciaosborne@mooney-ramos.biz,,08-12-2024 14:14,Edgar,EMP6686,44,No,Deluxe,No,Pool,Medium
Andrew Black,angelanash@yahoo.com,,24-03-2024 06:39,Jennifer,EMP7358,19,No,Suite,Yes,Spa,High
Tamara Wong,novakmelissa@guzman.com,,31-03-2024 04:57,Stephen,EMP6748,54,Yes,Standard,Yes,Pool,High
Cody Simmons,lynchwilliam@bailey.net,,24-12-2023 11:48,Tyler,EMP6788,25,Yes,Suite,Yes,Pool,Low
Kelli Myers,joshuacraig@bates-howard.net,,16-03-2024 14:32,Robert,EMP2006,59,Yes,Standard,No,Gym,High
Bradley Simon,ethomas@gmail.com,,30-03-2024 18:56,Sharon,EMP2377,60,No,Suite,Yes,Gym,High
Allison Strickland,beth75@thomas.org,,30-11-2024 21:17,Thomas,EMP6094,27,Yes,Suite,No,Gym,Low
Alicia Bonilla,sabrinafitzpatrick@gmail.com,,11-10-2024 09:43,Charles,EMP7544,48,Yes,Suite,Yes,Pool,Low
Christopher Gutierrez,andrew70@sawyer.net,,11-05-2024 09:14,Tommy,EMP1218,57,Yes,Suite,No,Pool,Medium
Grant Sandoval,gphillips@gmail.com,,10-01-2024 12:30,Nicole,EMP2575,74,Yes,Deluxe,No,Spa,Medium
Jennifer Carlson,xmatthews@rush.com,,02-12-2024 14:35,Sarah,EMP8630,21,No,Deluxe,No,Pool,Medium
Megan Miller,matthew14@leonard.com,,24-12-2023 13:00,Cynthia,EMP3914,48,No,Standard,No,Pool,High
Patricia Young,griffinbrenda@whitaker.com,,15-09-2024 15:13,Stephen,EMP3266,20,No,Deluxe,No,Gym,High
Erika Gregory,ryankerr@yahoo.com,,16-05-2024 08:24,Mary,EMP6279,50,Yes,Deluxe,No,Gym,High
Christina Schwartz,michael67@smith.biz,,17-02-2024 13:10,Anthony,EMP9626,61,No,Suite,No,Pool,High
Amy Gay,bowentroy@yahoo.com,,30-11-2024 17:04,Erin,EMP7518,63,No,Standard,Yes,Gym,Low
Darryl Booker,tannercrawford@yahoo.com,,18-01-2024 02:04,Christine,EMP5413,30,Yes,Deluxe,No,Pool,High
Dylan Solomon,thomasregina@hotmail.com,,27-06-2024 12:58,Rebecca,EMP4969,75,Yes,Standard,Yes,Pool,High
Rebecca Howard,ubennett@rodriguez.com,,19-07-2024 15:47,David,EMP2385,74,No,Deluxe,No,Spa,Low
Kelly Santana,fmalone@yahoo.com,,01-03-2024 14:20,Sandra,EMP4445,69,Yes,Deluxe,No,Spa,Medium
Susan Lucas,barnesjames@adams.net,,11-02-2024 04:34,Andrea,EMP1046,80,No,Standard,Yes,Spa,Low
John Nelson,craiggregory@gmail.com,,07-08-2024 12:34,Margaret,EMP5782,25,No,Deluxe,Yes,Pool,Medium
Glenn Reed,jimmy45@williams-foster.org,,18-09-2024 07:14,Melissa,EMP5398,49,Yes,Standard,Yes,Gym,Medium
Matthew Tran,todd24@vance.com,,17-01-2024 15:33,Kayla,EMP8099,28,Yes,Deluxe,No,Spa,Low
Mr. Todd Wright III,dwaynejackson@romero.com,,30-08-2024 21:20,Shannon,EMP9574,19,No,Suite,Yes,Spa,Medium
Oscar Terry,dennis07@gmail.com,,03-12-2024 13:52,Elizabeth,EMP8837,67,Yes,Standard,Yes,Pool,Low
Richard White,yhunt@yahoo.com,,21-03-2024 04:55,Lee,EMP6824,53,Yes,Deluxe,No,Gym,Medium
Marcia Robinson,ewilson@gmail.com,,25-03-2024 22:04,Donald,EMP5251,42,Yes,Standard,Yes,Pool,Medium
Shane Freeman,guerrerokrystal@nelson-perry.com,,03-08-2024 09:26,Lauren,EMP5717,78,No,Suite,Yes,Gym,Low
Aaron Ortiz,eclayton@gmail.com,,29-10-2024 06:14,David,EMP6571,33,Yes,Deluxe,Yes,Spa,High
Benjamin Aguilar,donaldwest@gmail.com,,24-10-2024 07:00,Gabriel,EMP5867,32,No,Suite,No,Spa,Low
Jack Marsh,lisa11@murphy-bennett.com,,13-04-2024 19:50,Derek,EMP1280,26,Yes,Suite,No,Spa,Medium
Ricky Payne,briannaanderson@gmail.com,,09-04-2024 16:17,Jackson,EMP6722,29,Yes,Deluxe,Yes,Pool,High
Danielle Garcia,brownnicole@gmail.com,,04-01-2024 12:23,Aaron,EMP4115,44,Yes,Standard,Yes,Pool,Low
Tyler Barnes,vmiller@stephens-graham.com,,17-07-2024 20:10,Emily,EMP1522,59,No,Deluxe,Yes,Pool,Medium
Destiny Baker,bakererica@hotmail.com,,01-12-2024 04:15,Emily,EMP9266,67,No,Suite,No,Spa,Medium
Cassandra Herrera,cynthia01@hotmail.com,,24-07-2024 21:39,Victoria,EMP4664,78,Yes,Suite,Yes,Gym,Low
Kellie Dodson,walterbradley@hotmail.com,,05-03-2024 02:36,Erika,EMP5400,32,No,Standard,Yes,Spa,Low
Mr. Devon Payne,robersonkatrina@gmail.com,,21-01-2024 09:41,Kevin,EMP2108,29,Yes,Deluxe,Yes,Pool,Medium
Teresa Ferguson,ronald44@gmail.com,,15-04-2024 10:38,Angelica,EMP4280,69,Yes,Suite,No,Spa,Medium
Sherri Wilson,fbradshaw@mosley.org,,22-11-2024 10:38,Nicholas,EMP8990,45,No,Deluxe,Yes,Spa,Medium
Jason Aguirre,james62@russo-tanner.biz,,17-02-2024 08:33,Ryan,EMP1850,52,No,Suite,Yes,Spa,Medium
Ronald Wood,chelseatorres@juarez-maddox.com,,19-01-2024 13:28,Robert,EMP3702,54,Yes,Deluxe,Yes,Pool,Medium
Audrey Parker,pgonzalez@gmail.com,,15-06-2024 04:50,Teresa,EMP2450,76,No,Deluxe,No,Pool,High
Carolyn Allen,eweeks@gmail.com,,12-08-2024 22:08,Melissa,EMP2444,31,Yes,Deluxe,Yes,Pool,Low
Andrew Kennedy,isanford@morrison.biz,,27-07-2024 01:59,Jacqueline,EMP4926,65,Yes,Deluxe,No,Gym,Low
John Hunt,wcarpenter@gmail.com,,04-09-2024 20:35,Austin,EMP1557,45,Yes,Deluxe,No,Gym,Low
Benjamin Acosta,scott52@moss-smith.com,,09-11-2024 22:12,Kaitlin,EMP8910,80,No,Suite,Yes,Spa,High
Candice Jones,kathryn12@gmail.com,,07-11-2024 01:12,Donald,EMP3738,50,Yes,Deluxe,Yes,Gym,Low
Lindsey Smith,kristenpierce@gmail.com,,13-06-2024 03:34,Steven,EMP8327,41,No,Deluxe,No,Pool,Low
Austin Clements,jermainecunningham@stanley.com,,27-05-2024 23:10,Kimberly,EMP9092,59,No,Suite,No,Gym,High
Kristine Edwards PhD,hayneslisa@yahoo.com,,24-08-2024 19:36,Eric,EMP5855,51,No,Suite,Yes,Spa,Medium
Mr. John Keller MD,joseph23@garcia.info,,25-09-2024 13:46,Valerie,EMP9110,24,Yes,Standard,No,Pool,Low
Alexandra Joseph,madisonmiller@davidson.biz,,21-07-2024 23:19,Tommy,EMP7517,78,No,Suite,No,Gym,Medium
David Cooper,fsims@yahoo.com,,03-08-2024 05:22,Sarah,EMP2878,68,Yes,Suite,No,Gym,High
Joseph Arellano,bhansen@khan.org,,25-04-2024 22:55,Eric,EMP6221,33,No,Suite,No,Gym,Medium
Kimberly Lee,jessicamoore@martin-olson.com,,24-01-2024 07:11,Robert,EMP5180,64,Yes,Suite,No,Spa,Medium
Zachary White,bradleygutierrez@cunningham.com,,11-10-2024 00:11,Alicia,EMP7792,28,No,Standard,No,Pool,Low
Taylor White,perkinskeith@young-gonzalez.com,,13-11-2024 14:48,Bradley,EMP8861,40,Yes,Standard,No,Gym,Low
Emily Ortiz,michael91@yahoo.com,,26-12-2023 17:59,Norman,EMP9194,18,No,Standard,Yes,Spa,Low
Nicole Bryant,eric12@barber.com,,25-07-2024 07:50,Margaret,EMP3265,40,Yes,Standard,Yes,Spa,Low
Crystal Wilson,tnash@yahoo.com,,12-03-2024 14:16,Danny,EMP1793,48,No,Suite,Yes,Gym,Low
Brittany Jones,michael92@gibson.com,,08-09-2024 07:05,Nathaniel,EMP9677,44,Yes,Deluxe,No,Gym,Low
Miss Jessica Gomez,donnaturner@stevens.com,,21-08-2024 07:00,Parker,EMP2194,77,Yes,Standard,Yes,Spa,High
Jennifer Key,tammy46@moody.com,,22-11-2024 00:38,Ashley,EMP3245,71,Yes,Deluxe,Yes,Gym,Medium
Mary Mckenzie,scottchristopher@hotmail.com,,26-03-2024 17:49,John,EMP1863,75,Yes,Suite,Yes,Gym,Low
Tanya Johns,lfisher@greer.org,,21-10-2024 06:20,Jennifer,EMP4376,75,No,Standard,Yes,Pool,Medium
Olivia Moore,christinanelson@yahoo.com,,14-01-2024 10:05,John,EMP6645,78,No,Suite,No,Spa,Medium
Joshua Brown,keithharper@perez.net,,30-11-2024 17:52,Sierra,EMP1596,43,Yes,Suite,No,Spa,Low
Victor Kim,keithjohnson@yahoo.com,,25-06-2024 23:26,Benjamin,EMP9256,65,No,Standard,Yes,Pool,Medium
Kimberly Mason,jeffrey72@smith.com,,27-08-2024 10:03,Daniel,EMP7497,33,Yes,Standard,No,Gym,Low
Paul Wagner,kshaw@yahoo.com,,19-06-2024 17:38,Rachel,EMP9770,47,Yes,Suite,Yes,Spa,Low
Kristen Johnson,xsmith@elliott.org,,19-03-2024 06:07,Patrick,EMP4086,34,Yes,Deluxe,No,Gym,Medium
Gail Gutierrez,anita72@gmail.com,,31-08-2024 21:09,Crystal,EMP7735,38,Yes,Suite,No,Gym,Low
Shawn Schmidt,philip68@gmail.com,,06-04-2024 12:35,Brent,EMP5952,79,No,Suite,Yes,Pool,High
Alexandra Ramsey,robertvelasquez@cardenas-white.biz,,27-03-2024 22:49,Sandra,EMP9895,52,Yes,Standard,Yes,Pool,High
Martin Castaneda,kwright@foster.org,,23-05-2024 12:24,Jeffrey,EMP2063,56,No,Standard,Yes,Spa,Low
Chelsea Moran,bianca70@hotmail.com,,08-09-2024 16:58,Carolyn,EMP2028,74,No,Suite,No,Gym,Low
Jeffery Jackson,qbrown@hotmail.com,,09-10-2024 22:15,Trevor,EMP6428,36,No,Deluxe,Yes,Gym,Low
Randy Hall,saundersheather@young.com,,16-03-2024 22:15,Adam,EMP7835,20,No,Standard,No,Gym,Medium
Bradley White,margaret34@hotmail.com,,26-02-2024 07:14,Michael,EMP1139,29,No,Deluxe,No,Pool,Medium
Amber Norton,manningtiffany@gibbs.com,,04-12-2024 14:59,Michael,EMP1745,61,Yes,Deluxe,No,Gym,Medium
David Hernandez,urice@gmail.com,,13-03-2024 08:35,Shawna,EMP7477,54,Yes,Deluxe,Yes,Gym,Low
Jodi Boone,mary12@yahoo.com,,06-12-2024 08:04,Emily,EMP8086,26,No,Standard,Yes,Pool,High
Jessica Case,laura85@yahoo.com,,05-11-2024 18:52,David,EMP3476,25,Yes,Suite,No,Spa,High
